Title1,Textbox33,Title2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visitation By State and by Park for Year: 2019,This report documents the number of recreation visitors and visitor days for all NPS units that reported public use data in 2019 and displays the percent change from the previous year.,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Visitation%20By%20State%20and%20By%20Park%20(2017%20-%20Last%20Calendar%20Year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,Field1,Field2,Textbox22,Field4,Textbox24,TotalNonRecreationVisits,Textbox98,TotalRecreationVisitorHours,Textbox103,TotalNonRecreationVisitorHours,Textbox109,ConcessionerLodgingOvernights,Textbox115,ConcessionerCampingOvernights,Textbox121,TentOvernights,Textbox127,RecreationVehicleOvernights,Textbox133,BackcountryOvernights,Textbox139,NonRecreationOvernights,Textbox144,MiscellaneousOvernights,Textbox151,State2,RecVisitors1,Textbox23,RecDays1,Textbox25,Textbox11,Textbox99,Textbox74,Textbox104,Textbox69,Textbox110,Textbox56,Textbox116,Textbox51,Textbox122,Textbox46,Textbox128,Textbox41,Textbox134,Textbox36,Textbox140,Textbox94,Textbox145,Textbox89,Textbox152,Textbox28,Textbox29,Textbox30,Textbox31,Textbox12,Textbox100,Textbox75,Textbox105,Textbox70,Textbox111,Textbox57,Textbox117,Textbox52,Textbox123,Textbox47,Textbox129,Textbox42,Textbox135,Textbox37,Textbox141,Textbox95,Textbox146,Textbox90,Textbox153
District of Columbia,Korean War Veterans Memorial,"3,841,633",-6.47%,"160,067",-6.47%,0,,"1,920,815",-6.47%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,Lincoln Memorial,"7,808,182",0.04%,"325,340",0.04%,0,,"3,904,090",0.04%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,"Martin Luther King, Jr. Memorial","3,667,562",2.81%,"152,815",2.81%,0,,"1,833,782",2.81%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,Mary McLeod Bethune Council House NHS,"3,788",3375.23%,631,3405.56%,0,,"7,576",3375.23%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,National Capital Parks Central,"1,770,794",-1.64%,"93,270",-4.32%,0,,"1,119,241",-4.32%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,National Capital Parks East,"1,089,578",-16.35%,"153,504",-18.78%,"6,025,188",-6.53%,"1,842,059",-18.78%,"2,396,695",-4.20%,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,Pennsylvania Avenue NHS,"125,035",4.53%,"3,438",4.53%,0,,"41,261",4.53%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,President's Park,"715,911",-30.88%,"74,268",-41.27%,0,,"891,226",-41.27%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,Rock Creek Park,"2,416,232",0.87%,"216,938",-5.42%,"12,386,843",0.00%,"2,603,257",-5.42%,"6,193,419",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,Thomas Jefferson MEM,"3,096,895",-3.19%,"129,037",-3.19%,0,,"1,548,449",-3.19%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,Vietnam Veterans MEM,"4,580,587",-2.94%,"190,857",-2.94%,0,,"2,290,293",-2.94%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,Washington Monument,"108,410",,"9,034",,0,,"108,410",,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,White House,"454,117",-6.56%,"25,605",-19.24%,0,,"307,266",-19.24%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
District of Columbia,World War II Memorial,"4,831,327",3.84%,"201,305",3.84%,0,,"2,415,665",3.84%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal District of Columbia,"39,687,383",-1.17%,"2,155,020",-3.53%,"18,418,147",,"25,860,353",-3.53%,"8,602,750",,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Florida,Big Cypress NPRES,"1,007,471",26.83%,"282,807",38.75%,0,,"3,393,687",38.75%,0,,0,,0,,"2,982",76.87%,"11,400",97.51%,"4,026",25.97%,0,,0,,Subtotal Florida,"12,009,271",24.49%,"2,686,671",26.57%,"20,922",,"32,240,112",26.57%,"64,200",,0,,"26,901",,"41,785",-0.14%,"130,472",29.35%,"19,211",82.06%,"2,586",,"16,668",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Florida,Biscayne NP,"708,522",50.99%,"183,764",40.14%,0,,"2,205,175",40.14%,0,,0,,0,,238,-88.77%,0,,0,,0,-35.69%,"3,079",,Subtotal Florida,"12,009,271",24.49%,"2,686,671",26.57%,"20,922",,"32,240,112",26.57%,"64,200",,0,,"26,901",,"41,785",-0.14%,"130,472",29.35%,"19,211",82.06%,"2,586",,"16,668",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Florida,Canaveral NS,"1,884,122",13.65%,"395,875",12.94%,0,,"4,750,502",12.94%,0,,0,,0,,0,,0,,"2,453",-17.27%,0,,0,,Subtotal Florida,"12,009,271",24.49%,"2,686,671",26.57%,"20,922",,"32,240,112",26.57%,"64,200",,0,,"26,901",,"41,785",-0.14%,"130,472",29.35%,"19,211",82.06%,"2,586",,"16,668",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Florida,Castillo de San Marcos NM,"673,395",-9.98%,"42,087",-9.98%,0,,"505,047",-9.98%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Florida,"12,009,271",24.49%,"2,686,671",26.57%,"20,922",,"32,240,112",26.57%,"64,200",,0,,"26,901",,"41,785",-0.14%,"130,472",29.35%,"19,211",82.06%,"2,586",,"16,668",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Florida,De Soto NMEM,"187,880",-10.95%,"25,833",-10.95%,0,,"310,003",-10.95%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Florida,"12,009,271",24.49%,"2,686,671",26.57%,"20,922",,"32,240,112",26.57%,"64,200",,0,,"26,901",,"41,785",-0.14%,"130,472",29.35%,"19,211",82.06%,"2,586",,"16,668",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Florida,Dry Tortugas NP,"79,200",39.41%,"51,099",-14.33%,"2,586",-41.95%,"613,198",-14.33%,"31,032",-41.95%,0,,0,,"6,786",37.65%,0,,0,,"2,586",24.05%,"8,855",-41.95%,Subtotal Florida,"12,009,271",24.49%,"2,686,671",26.57%,"20,922",,"32,240,112",26.57%,"64,200",,0,,"26,901",,"41,785",-0.14%,"130,472",29.35%,"19,211",82.06%,"2,586",,"16,668",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Florida,Everglades NP,"1,118,300",87.28%,"413,615",94.26%,"6,000",0.00%,"4,963,388",94.26%,"27,000",0.00%,0,,"26,901",218.73%,0,,0,,"12,732",189.96%,0,5027.78%,923,,Subtotal Florida,"12,009,271",24.49%,"2,686,671",26.57%,"20,922",,"32,240,112",26.57%,"64,200",,0,,"26,901",,"41,785",-0.14%,"130,472",29.35%,"19,211",82.06%,"2,586",,"16,668",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Florida,Fort Caroline NMEM,"187,658",-7.68%,"15,638",-7.68%,0,,"187,658",-7.68%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Florida,"12,009,271",24.49%,"2,686,671",26.57%,"20,922",,"32,240,112",26.57%,"64,200",,0,,"26,901",,"41,785",-0.14%,"130,472",29.35%,"19,211",82.06%,"2,586",,"16,668",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Florida,Fort Matanzas NM,"593,788",-2.35%,"50,116",-2.78%,0,,"601,393",-2.78%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Florida,"12,009,271",24.49%,"2,686,671",26.57%,"20,922",,"32,240,112",26.57%,"64,200",,0,,"26,901",,"41,785",-0.14%,"130,472",29.35%,"19,211",82.06%,"2,586",,"16,668",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Florida,Gulf Islands NS,"4,363,870",37.83%,"974,697",26.21%,"12,336",20.00%,"11,696,375",26.21%,"6,168",20.00%,0,,0,,"31,779",-4.02%,"119,072",25.21%,0,,0,-20.14%,"3,811",,Subtotal Florida,"12,009,271",24.49%,"2,686,671",26.57%,"20,922",,"32,240,112",26.57%,"64,200",,0,,"26,901",,"41,785",-0.14%,"130,472",29.35%,"19,211",82.06%,"2,586",,"16,668",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Florida,Timucuan EHP,"1,205,065",6.19%,"251,140",1.25%,0,,"3,013,686",1.25%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Florida,"12,009,271",24.49%,"2,686,671",26.57%,"20,922",,"32,240,112",26.57%,"64,200",,0,,"26,901",,"41,785",-0.14%,"130,472",29.35%,"19,211",82.06%,"2,586",,"16,668",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Georgia,Andersonville NHS,"103,635",-24.99%,"17,272",-24.99%,0,,"207,271",-24.99%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"8,206,285",9.13%,"1,868,546",11.86%,"27,547,384",,"22,422,604",11.86%,"4,387,670",,0,,0,,"21,185",,0,,"4,495",,0,,"1,677",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Georgia,Chattahoochee River NRA,"3,393,133",18.07%,"1,131,044",18.07%,0,,"13,572,529",18.07%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"8,206,285",9.13%,"1,868,546",11.86%,"27,547,384",,"22,422,604",11.86%,"4,387,670",,0,,0,,"21,185",,0,,"4,495",,0,,"1,677",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Georgia,Chickamauga & Chattanooga NMP,"488,579",3.30%,"78,178",1.35%,"2,182,308",3.84%,"938,140",1.36%,"327,345",3.84%,0,,0,,0,,0,,0,,0,-13.20%,"1,677",,Subtotal Georgia,"8,206,285",9.13%,"1,868,546",11.86%,"27,547,384",,"22,422,604",11.86%,"4,387,670",,0,,0,,"21,185",,0,,"4,495",,0,,"1,677",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Georgia,Cumberland Island NS,"53,904",-3.14%,"76,765",-3.15%,0,,"921,184",-3.15%,0,,0,,0,,"21,185",-6.44%,0,,"4,495",-1.21%,0,,0,,Subtotal Georgia,"8,206,285",9.13%,"1,868,546",11.86%,"27,547,384",,"22,422,604",11.86%,"4,387,670",,0,,0,,"21,185",,0,,"4,495",,0,,"1,677",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Georgia,Fort Frederica NM,"212,330",15.65%,"17,857",15.65%,"1,800",0.00%,"214,291",15.65%,444,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"8,206,285",9.13%,"1,868,546",11.86%,"27,547,384",,"22,422,604",11.86%,"4,387,670",,0,,0,,"21,185",,0,,"4,495",,0,,"1,677",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Georgia,Fort Pulaski NM,"374,290",-10.87%,"77,976",-10.87%,"19,476",0.00%,"935,721",-10.87%,"4,872",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"8,206,285",9.13%,"1,868,546",11.86%,"27,547,384",,"22,422,604",11.86%,"4,387,670",,0,,0,,"21,185",,0,,"4,495",,0,,"1,677",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Georgia,Jimmy Carter NHS,"50,789",-1.72%,"4,908",-6.14%,0,,"58,905",-6.13%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"8,206,285",9.13%,"1,868,546",11.86%,"27,547,384",,"22,422,604",11.86%,"4,387,670",,0,,0,,"21,185",,0,,"4,495",,0,,"1,677",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Georgia,Kennesaw Mountain NBP,"2,621,050",2.82%,"349,800",7.16%,"25,343,800",0.24%,"4,197,602",7.16%,"4,055,009",0.24%,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"8,206,285",9.13%,"1,868,546",11.86%,"27,547,384",,"22,422,604",11.86%,"4,387,670",,0,,0,,"21,185",,0,,"4,495",,0,,"1,677",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Georgia,"Martin Luther King, Jr. NHP","761,650",18.67%,"96,381",17.84%,0,,"1,156,574",17.84%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"8,206,285",9.13%,"1,868,546",11.86%,"27,547,384",,"22,422,604",11.86%,"4,387,670",,0,,0,,"21,185",,0,,"4,495",,0,,"1,677",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Georgia,Ocmulgee Mounds NHP,"146,925",10.46%,"18,365",10.46%,0,,"220,387",10.46%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"8,206,285",9.13%,"1,868,546",11.86%,"27,547,384",,"22,422,604",11.86%,"4,387,670",,0,,0,,"21,185",,0,,"4,495",,0,,"1,677",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Guam,War in the Pacific NHP,"432,213",11.44%,"36,197",11.03%,"1,059",3.82%,"434,373",11.03%,530,4.13%,0,,0,,0,,0,,0,,0,,0,,Subtotal Guam,"432,213",11.44%,"36,197",11.03%,"1,059",3.82%,"434,373",11.03%,530,4.13%,0,,0,,0,,0,,0,,0,,0,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Hawaii,Haleakala NP,"994,394",-4.76%,"190,756",-9.69%,"20,160",-30.69%,"2,289,074",-9.69%,"20,160",0.00%,0,,0,,"9,071",25.97%,0,,"1,616",-43.81%,0,-57.26%,"1,825",,Subtotal Hawaii,"4,929,610",1.88%,"1,425,395",8.72%,"2,005,723",-0.54%,"17,104,781",8.72%,"653,122",0.00%,"23,558",,"4,509",,"10,162",32.09%,41,,"5,274",5.04%,0,34.22%,"60,217",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Hawaii,Hawaii Volcanoes NP,"1,368,376",22.52%,"707,658",27.69%,"1,849,253",0.10%,"8,491,902",27.69%,"610,253",0.10%,"23,558",63.80%,"4,509",113.39%,"1,091",121.75%,41,583.33%,"3,658",70.54%,0,43.84%,"58,392",,Subtotal Hawaii,"4,929,610",1.88%,"1,425,395",8.72%,"2,005,723",-0.54%,"17,104,781",8.72%,"653,122",0.00%,"23,558",,"4,509",,"10,162",32.09%,41,,"5,274",5.04%,0,34.22%,"60,217",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Hawaii,Kalaupapa NHP,"69,401",-3.80%,"13,867",-11.66%,0,,"166,408",-11.66%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"4,929,610",1.88%,"1,425,395",8.72%,"2,005,723",-0.54%,"17,104,781",8.72%,"653,122",0.00%,"23,558",,"4,509",,"10,162",32.09%,41,,"5,274",5.04%,0,34.22%,"60,217",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Hawaii,Kaloko Honokohau NHP,"232,921",6.84%,"43,882",8.28%,0,,"526,594",8.28%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"4,929,610",1.88%,"1,425,395",8.72%,"2,005,723",-0.54%,"17,104,781",8.72%,"653,122",0.00%,"23,558",,"4,509",,"10,162",32.09%,41,,"5,274",5.04%,0,34.22%,"60,217",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Hawaii,Pearl Harbor NMEM,"1,716,535",-3.52%,"429,133",-3.52%,0,,"5,149,605",-3.52%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"4,929,610",1.88%,"1,425,395",8.72%,"2,005,723",-0.54%,"17,104,781",8.72%,"653,122",0.00%,"23,558",,"4,509",,"10,162",32.09%,41,,"5,274",5.04%,0,34.22%,"60,217",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Hawaii,Pu'uhonua o Honaunau NHP,"414,410",-10.49%,"34,534",-10.49%,0,,"414,410",-10.49%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"4,929,610",1.88%,"1,425,395",8.72%,"2,005,723",-0.54%,"17,104,781",8.72%,"653,122",0.00%,"23,558",,"4,509",,"10,162",32.09%,41,,"5,274",5.04%,0,34.22%,"60,217",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Hawaii,Pu'ukohola Heiau NHS,"133,573",-8.25%,"5,565",-8.26%,"136,310",-2.82%,"66,788",-8.25%,"22,709",-2.82%,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"4,929,610",1.88%,"1,425,395",8.72%,"2,005,723",-0.54%,"17,104,781",8.72%,"653,122",0.00%,"23,558",,"4,509",,"10,162",32.09%,41,,"5,274",5.04%,0,34.22%,"60,217",,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
Idaho,City of Rocks NRES,"99,311",-30.19%,"28,965",-30.19%,0,,"347,584",-30.19%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Idaho,"617,646",-17.15%,"115,043",-9.85%,"1,800",,"1,380,533",-9.85%,180,,0,,0,,"6,001",,"9,679",,50,,0,,49,,"327,516,623",2.92%,"119,163,976",2.04%,"169,448,644",,"1,429,969,877",2.04%,"92,910,271",,"3,227,317",,"1,264,154",,"3,503,369",,"2,466,682",,"1,948,828",,"34,600",,"1,415,112",
